Id,DC1,DC2,DC3,DC4,DC5,DC6,DC7,DC8,DC9,DC10,DC11,DC12,DC13
ENSCGRG00001000071,18,35,7,11,53,46,27,16,8,15,17,5
ENSCGRG00001000073,1815,2242,2917,3042,2350,2682,2362,2515,2756,2875,2863,2911
ENSCGRG00001000074,3,24,0,0,14,8,12,15,6,12,6,2
ENSCGRG00001000076,3303,3663,5012,5399,3935,4194,4024,4063,3497,3990,3898,3790
ENSCGRG00001000078,452,537,864,990,778,694,692,756,642,751,638,729
ENSCGRG00001000079,49,72,66,53,35,50,48,61,62,51,82,51
ENSCGRG00001000081,855,953,555,588,791,776,998,994,576,727,831,798
ENSCGRG00001000082,6,6,1,1,5,9,7,0,3,1,13,14
ENSCGRG00001000084,11744,15099,34475,31072,20076,23107,18568,19075,23287,27782,20662,19259
ENSCGRG00001000085,154,248,329,481,313,335,349,295,282,361,293,308
ENSCGRG00001000087,1624,1757,1928,2019,2071,2422,1706,1761,1805,1741,1389,1376
ENSCGRG00001000088,1305,1410,1611,1666,1485,1520,1668,1635,1697,2010,1682,1764
ENSCGRG00001000089,2318,2546,2793,2926,2624,2480,2851,2586,2200,2399,2583,2774
ENSCGRG00001000090,5434,6351,4593,5172,5439,5345,5869,5272,5818,5936,5265,5345
ENSCGRG00001000093,5,11,13,3,5,6,4,7,9,3,7,16
ENSCGRG00001000095,3159,3669,3014,3315,3562,3685,3346,3385,3334,3782,2932,3062
ENSCGRG00001000096,988,1067,607,713,734,811,863,820,544,638,729,723
ENSCGRG00001000097,2937,3623,5169,4831,3188,3631,3989,3982,3668,4171,4570,4472
ENSCGRG00001000098,726,910,798,805,888,878,1005,974,958,1005,746,769
ENSCGRG00001000099,64277,71528,51525,58650,61489,59951,63704,60890,58647,58901,48231,50498
ENSCGRG00001000100,13,13,14,17,6,13,12,7,7,13,12,12
ENSCGRG00001000101,2644,2842,3420,3471,2619,3073,2649,2961,2770,2973,3759,3322
ENSCGRG00001000103,6756,7136,4982,5413,5513,6509,6168,6121,6238,6373,5558,5520
ENSCGRG00001000105,31,55,33,23,75,54,42,51,38,30,40,48
ENSCGRG00001000106,341,488,382,488,399,527,431,482,453,520,463,367
ENSCGRG00001000109,996,1287,1553,1482,1318,1379,1305,1289,1427,1393,1472,1176
ENSCGRG00001000110,6249,7169,9436,9684,7946,10180,7104,7224,7652,8294,6801,6515
ENSCGRG00001000111,413,328,617,561,422,504,570,469,520,481,474,491
ENSCGRG00001000112,1024,927,854,1032,925,994,1096,1051,927,971,821,834
ENSCGRG00001000113,48,67,62,87,91,93,79,121,36,48,65,58
ENSCGRG00001000116,61,66,26,25,58,40,39,59,51,81,42,22
ENSCGRG00001000117,83,82,107,239,134,139,129,89,112,87,102,104
ENSCGRG00001000118,29,14,24,16,12,10,16,12,21,11,4,5
ENSCGRG00001000121,80,73,100,64,62,104,90,66,108,91,123,98
ENSCGRG00001000122,5466,6496,5143,5364,6012,6290,6283,5505,6370,6516,5017,5319
ENSCGRG00001000123,5,10,3,3,14,16,5,1,3,3,6,14
ENSCGRG00001000125,4729,5043,3642,4163,4828,5156,5105,4709,4650,5052,4035,4598
ENSCGRG00001000126,7,15,6,6,15,21,10,28,14,14,8,5
ENSCGRG00001000127,2853,3469,2697,2439,2457,3426,2566,2722,3295,3309,2499,2255
ENSCGRG00001000129,569,694,465,363,519,779,643,646,613,643,487,411
ENSCGRG00001000130,268,373,103,92,114,202,159,153,173,148,158,130
ENSCGRG00001000132,986,1073,1899,1891,1383,1584,1301,1337,1490,1559,1215,1220
ENSCGRG00001000133,2601,3111,2757,3185,2929,3033,3250,3044,2873,2946,3262,3382
ENSCGRG00001000134,34675,39502,29897,31201,33580,35997,36253,34108,34852,35725,30298,31306
ENSCGRG00001000137,151375,169452,118506,134479,129420,149130,137935,139198,132171,131416,117457,119546
ENSCGRG00001000138,7,12,16,2,5,5,8,8,8,16,4,6
ENSCGRG00001000139,11521,13247,27013,28409,12481,14190,12035,12678,17034,17412,9824,9093
ENSCGRG00001000140,1705,1971,1611,1858,2007,1640,2375,1888,1924,2320,1250,1383
ENSCGRG00001000142,932,1167,1651,2028,1639,1649,1305,1525,1535,1702,1437,1351
ENSCGRG00001000145,321,383,379,388,301,298,315,339,290,268,423,395
ENSCGRG00001000148,143695,155320,105489,127230,130775,130844,134848,127403,109762,112688,109982,116882
ENSCGRG00001000149,6399,7077,8397,8810,7761,7725,8135,8015,7048,7835,7980,8700
ENSCGRG00001000151,858,915,1127,1088,872,1000,1063,1009,1000,1181,1057,928
ENSCGRG00001000153,18,27,22,2,15,38,32,32,20,21,19,12
ENSCGRG00001000155,22442,25817,20099,21147,21503,23825,24169,22866,22832,24139,21065,22747
ENSCGRG00001000157,3595,4130,3693,4133,4106,4532,4129,3986,3849,4087,3480,3758
ENSCGRG00001000158,851,1202,1855,1945,1805,2186,1354,1463,1747,1962,1996,1773
ENSCGRG00001000161,8006,9889,13930,13869,10031,11578,10419,10368,10874,11724,11064,10985
ENSCGRG00001000162,2161,2319,1873,1972,2240,2243,2827,2360,2362,2564,1792,1789
ENSCGRG00001000163,103,58,38,56,75,79,88,76,95,102,75,84
ENSCGRG00001000164,2481,2779,2313,2705,2647,2503,2618,2391,2563,2526,2376,2598
ENSCGRG00001000165,2530,2936,2001,2494,2584,2717,2928,2977,2658,2862,2905,2648
ENSCGRG00001000166,6,9,4,5,3,9,5,12,9,12,7,3
ENSCGRG00001000167,41,25,16,18,23,15,7,20,40,27,19,19
ENSCGRG00001000170,8396,9143,11023,14098,11091,10186,10289,9672,7185,8438,7173,7211
ENSCGRG00001000171,2513,2943,3156,3515,2499,3445,2662,2914,3157,3090,3218,3113
ENSCGRG00001000172,307,403,648,769,478,611,398,543,479,599,491,414
ENSCGRG00001000173,16688,18686,21647,21696,18709,22104,17917,19080,21456,22831,19520,18502
ENSCGRG00001000175,184,243,421,437,313,406,241,227,221,248,295,278
ENSCGRG00001000176,11171,12736,11790,12192,11765,13048,11595,11660,12010,12499,11383,10993
ENSCGRG00001000177,2771,2952,3559,3761,2508,3266,2746,2913,3173,3582,3714,3033
ENSCGRG00001000178,877,1022,1300,1556,1245,1100,1205,995,987,1048,843,799
ENSCGRG00001000179,18,19,5,12,10,26,15,19,16,12,9,16
ENSCGRG00001000181,316,384,556,567,593,500,458,430,473,509,447,462
ENSCGRG00001000182,2383,2874,2745,2582,2640,2859,2766,2768,2572,2623,2718,2938
ENSCGRG00001000183,3915,4842,6205,6633,4556,5744,4598,5363,6166,6663,5774,5395
ENSCGRG00001000184,18144,21291,23282,23966,20641,24549,21213,21114,24328,26922,17069,16524
ENSCGRG00001000185,1883,2219,1811,2029,2411,2666,2218,2215,2207,2437,1871,2043
ENSCGRG00001000186,4333,4831,3866,4243,3905,4917,4064,4432,4519,5052,9827,8906
ENSCGRG00001000187,9,5,3,9,14,10,6,3,4,4,18,10
ENSCGRG00001000188,20860,23511,29157,28302,25219,25668,26815,25225,28893,30688,25249,26593
ENSCGRG00001000190,478,632,995,1130,723,848,711,675,722,930,751,674
ENSCGRG00001000192,8401,9364,8399,9733,9592,9965,10001,8921,8808,8963,7752,8401
ENSCGRG00001000193,5344,6398,6567,7167,6093,6978,6140,5962,6129,6289,6024,6050
ENSCGRG00001000195,8,4,3,8,2,14,7,6,1,12,15,6
ENSCGRG00001000197,697,825,931,1013,748,733,1007,898,938,998,784,798
ENSCGRG00001000199,142,226,218,204,160,237,213,211,241,237,192,192
ENSCGRG00001000200,18131,20569,11969,11688,19430,23826,18711,21015,23779,25404,21550,19123
ENSCGRG00001000205,4371,5000,6752,7610,5297,5803,5179,5162,5827,6434,5453,5187
ENSCGRG00001000206,2021,2193,2003,1813,1957,2522,1727,1887,2201,2179,2108,1922
ENSCGRG00001000207,14763,16287,19584,20796,18761,19818,18000,16279,19804,20961,14477,15313
ENSCGRG00001000209,611,694,651,667,524,570,560,509,529,579,592,511
ENSCGRG00001000210,3008,3675,6870,6812,3291,4515,3260,3706,4456,4694,3996,3494
ENSCGRG00001000211,11663,13530,13141,12350,12198,14351,12801,12652,14917,15199,12410,12266
ENSCGRG00001000212,17603,21616,18871,20242,19219,21896,20978,22697,19725,23609,21025,19487
ENSCGRG00001000214,8228,8691,10920,10751,9612,9905,9179,9456,10390,10643,9012,9102
ENSCGRG00001000215,338,355,515,571,371,414,552,547,601,714,544,539
ENSCGRG00001000217,8,34,30,34,17,32,50,41,40,29,38,17
ENSCGRG00001000221,7,14,0,5,7,6,2,16,4,6,13,4
ENSCGRG00001000222,6587,7542,6438,7392,7703,7729,7756,7281,6016,6894,6330,6570
ENSCGRG00001000223,1537,1603,1421,1628,1498,1605,1662,1583,1765,1791,1817,1675
ENSCGRG00001000225,20887,23320,26320,25633,23995,26804,24234,23141,25934,27069,20546,21756
ENSCGRG00001000226,20,17,75,71,45,60,21,20,21,23,40,27
ENSCGRG00001000227,994,1214,941,1252,738,709,1090,1024,569,747,935,810
ENSCGRG00001000229,11,21,18,12,6,21,4,15,13,45,11,13
ENSCGRG00001000230,41,39,8,17,16,28,42,44,38,31,37,20
ENSCGRG00001000231,0,0,3,8,0,0,1,0,1,0,18,21
ENSCGRG00001000237,1852,2326,2772,2591,2243,2925,2088,2038,2748,2988,2282,2176
ENSCGRG00001000240,966,1064,1960,2053,1526,1665,1240,1281,1378,1588,1408,1351
ENSCGRG00001000241,646,793,578,530,883,980,947,913,869,1061,1110,1006
ENSCGRG00001000242,214,263,180,215,245,225,412,286,168,173,256,242
ENSCGRG00001000244,1715,1954,2499,2339,1819,2196,1776,1984,1952,2133,2071,1819
ENSCGRG00001000246,1879,2425,3928,4140,2902,2903,2571,2802,2383,2684,2644,2704
ENSCGRG00001000249,104,167,97,119,183,183,194,224,151,120,192,211
ENSCGRG00001000250,1209,1433,1494,1684,1507,1413,1393,1494,897,947,756,718
ENSCGRG00001000251,53,141,383,273,176,122,121,137,147,204,204,227
ENSCGRG00001000253,141,133,77,100,126,133,170,168,114,114,158,124
ENSCGRG00001000255,406,491,1229,1039,715,753,715,672,675,795,763,700
ENSCGRG00001000257,8234,10128,9141,9582,8802,10274,9510,9639,9479,10016,9956,9804
ENSCGRG00001000259,15,13,8,10,4,14,13,22,13,12,30,8
ENSCGRG00001000260,41,52,36,22,25,24,48,38,32,57,38,47
ENSCGRG00001000261,20,47,5,13,20,37,51,39,46,43,36,26
ENSCGRG00001000262,21019,24644,15095,16695,17731,22181,19684,20035,20298,20413,19503,18155
ENSCGRG00001000263,22841,27496,31659,29475,24111,30948,25526,29955,32514,34768,32831,29222
ENSCGRG00001000264,3652,4339,4449,4386,3738,4777,4058,3882,4574,5014,4262,4100
ENSCGRG00001000267,15,23,2,7,15,25,14,23,21,18,35,50
ENSCGRG00001000268,12111,14631,9344,9917,10053,13469,12663,13335,12602,12843,13151,12377
ENSCGRG00001000271,919,1021,948,1098,1042,1145,1352,1287,1126,1131,1062,1148
ENSCGRG00001000272,82,82,107,122,72,87,98,61,74,109,84,57
ENSCGRG00001000273,11,16,7,4,14,1,36,8,7,2,6,5
ENSCGRG00001000274,8,16,19,30,24,31,7,12,28,66,26,13
ENSCGRG00001000275,313,518,1019,925,636,756,570,566,724,794,709,746
ENSCGRG00001000276,5,10,89,77,16,8,2,8,26,31,18,14
ENSCGRG00001000277,1186,1316,1148,1560,1357,1252,1436,1261,1227,1444,1228,1311
ENSCGRG00001000279,37439,41482,27270,31693,31663,34300,35847,32793,35139,36191,26956,28063
ENSCGRG00001000281,1286,1705,2204,2314,1820,1824,1792,1744,1810,1919,1596,1786
ENSCGRG00001000283,17469,20044,15223,17634,14382,14668,21309,21535,19580,21348,21472,21829
ENSCGRG00001000284,9032,11249,8691,6268,8114,11568,8631,10136,11657,11527,10174,9796
ENSCGRG00001000285,23645,26276,27758,41336,24465,27397,26807,27734,23578,24412,24933,25244
ENSCGRG00001000286,1472,1606,1372,1341,1344,1650,1510,1517,1561,1748,1218,1281
ENSCGRG00001000287,4047,5121,4347,4869,4152,4581,4216,4341,4214,4455,4047,4242
ENSCGRG00001000292,5600,5894,4973,5260,5203,5533,5177,5401,5520,5294,4787,4633
ENSCGRG00001000293,412,435,578,690,508,586,578,578,376,405,469,489
ENSCGRG00001000294,11711,13342,16813,16827,14485,15754,13964,13466,13948,15337,12114,12337
ENSCGRG00001000296,17118,20379,25189,23521,18398,21695,19790,20970,23171,24723,21889,20844
ENSCGRG00001000298,5936,6595,4315,5401,5701,5313,6104,5633,5400,5825,5259,5973
ENSCGRG00001000299,641,761,443,692,559,619,543,592,585,522,681,661
ENSCGRG00001000301,97,107,88,70,72,75,121,76,78,83,97,88
ENSCGRG00001000303,1365,1890,3545,2122,2303,2459,2289,2327,3036,3274,2559,2598
ENSCGRG00001000306,2334,2918,4388,4453,3370,3867,2923,3320,3492,4120,3544,3267
ENSCGRG00001000308,3,13,10,14,16,27,6,22,14,17,12,2
ENSCGRG00001000309,239,275,289,325,234,326,343,371,355,271,337,380
ENSCGRG00001000310,23,39,42,39,36,42,39,39,16,29,86,56
ENSCGRG00001000312,5075,5812,5791,5600,5183,6806,4972,5443,6386,6646,5477,5201
ENSCGRG00001000313,19362,23621,39126,39529,28086,31807,24388,26687,27853,32632,25419,23149
ENSCGRG00001000315,1188,1324,1685,1845,1409,1323,1795,1706,1610,2049,1854,1950
ENSCGRG00001000318,2999,3701,3392,4142,3015,3747,3417,3306,3663,3516,3245,2948
ENSCGRG00001000320,790,936,967,1105,824,837,1101,1102,885,955,757,765
ENSCGRG00001000323,5294,6304,8685,8656,7164,7920,6828,6849,7143,7816,6703,6950
ENSCGRG00001000325,1437,1775,2359,2444,1767,2307,1503,1670,1953,2018,1877,1650
ENSCGRG00001000326,31,52,51,23,51,59,60,97,59,69,70,69
ENSCGRG00001000327,11,7,9,8,5,8,7,10,13,7,2,2
ENSCGRG00001000328,9,5,21,8,3,0,8,6,16,6,17,22
ENSCGRG00001000329,6582,7521,7998,8284,6734,8894,6566,7457,8239,9436,6885,5950
ENSCGRG00001000331,1779,2189,1475,1866,2110,1906,2392,1848,2090,2273,1690,1948
ENSCGRG00001000332,3821,4904,10728,11304,7010,6757,6293,5761,6182,7067,8063,7842
ENSCGRG00001000333,3633,4139,5949,5813,5654,5582,4951,4627,5172,5686,4214,4448
ENSCGRG00001000334,9982,11695,8583,8709,8564,11439,9345,9821,10973,11444,9012,8743
ENSCGRG00001000335,2514,2765,4250,4979,2850,3062,2883,2665,2701,2947,2697,2781
ENSCGRG00001000336,107,113,112,141,118,130,160,151,132,138,210,175
ENSCGRG00001000338,8693,9390,10264,11656,9311,9515,10280,9619,8462,9057,8953,9098
ENSCGRG00001000339,593,594,644,662,528,735,546,541,809,783,656,574
ENSCGRG00001000341,5278,5966,4978,5208,6330,6547,6353,6403,6453,7321,6154,6234
ENSCGRG00001000342,6,21,72,37,24,36,15,2,33,5,7,10
ENSCGRG00001000343,5692,6879,13730,13425,9406,10460,8676,9069,9375,10783,8317,7924
ENSCGRG00001000344,600,682,607,753,647,796,666,672,679,701,756,691
ENSCGRG00001000345,3642,3577,4007,4682,3675,3417,4178,4060,3405,3857,3026,3209
ENSCGRG00001000348,10084,11319,8540,9821,9924,10911,10092,10214,9525,9786,9631,9463
ENSCGRG00001000349,9002,10920,5741,6687,6065,8841,7120,8086,7813,7984,7299,6942
ENSCGRG00001000350,4266,5149,6052,6130,4802,5760,5189,5166,5702,6121,5404,4993
ENSCGRG00001000351,61,96,89,53,57,93,60,95,66,89,80,66
ENSCGRG00001000352,6511,7776,13913,15269,8901,9633,7879,8372,6481,7604,7661,7387
ENSCGRG00001000353,1370,1767,3092,2918,2158,2334,2123,2254,2185,2536,2137,2169
ENSCGRG00001000355,9332,10806,13221,15328,12727,13098,12701,12567,9884,11393,8164,8271
ENSCGRG00001000358,2931,3491,5727,5904,4070,4563,3776,3939,4400,4812,4140,3932
ENSCGRG00001000359,7266,8228,7497,7958,7125,8169,7924,7691,8391,8371,7113,7374
ENSCGRG00001000360,5,8,4,2,10,7,6,6,4,8,12,3
ENSCGRG00001000361,3788,4136,14510,14280,5218,5122,4700,4657,9843,10585,5624,5278
ENSCGRG00001000362,3383,3831,6061,6401,4383,4854,4260,4371,4662,5036,4657,4664
ENSCGRG00001000364,6,2,0,2,1,2,0,10,3,7,2,17
ENSCGRG00001000365,13,24,7,22,13,46,19,29,19,23,10,27
ENSCGRG00001000371,5119,5692,6453,6829,6106,5873,6426,5657,5307,5510,5454,5624
ENSCGRG00001000372,1646,2057,4039,4133,2698,2767,2443,2647,2642,2998,2587,2591
ENSCGRG00001000373,315,342,549,638,382,304,457,474,239,257,337,257
ENSCGRG00001000376,55,89,190,231,144,212,86,59,107,152,8,8
ENSCGRG00001000377,14,15,16,25,11,10,16,9,34,22,8,11
ENSCGRG00001000378,18214,20913,24172,24041,20271,22997,21923,22317,24663,26549,21393,22199
ENSCGRG00001000379,873,923,1465,1624,1020,1288,1057,1194,1189,1134,1082,1151
ENSCGRG00001000381,12,26,21,29,10,17,22,30,2,12,7,10
ENSCGRG00001000383,3289,3559,2569,2978,3570,3742,3880,3529,3445,4107,3365,3431
ENSCGRG00001000384,1894,2010,3090,3351,2378,2655,2411,2522,2670,2612,2850,2652
ENSCGRG00001000385,16690,18890,14921,16108,16962,18978,18160,17740,17346,18748,16860,16722
ENSCGRG00001000386,53,73,104,76,159,117,188,207,40,66,183,140
ENSCGRG00001000387,2152,2336,1866,2217,2159,2191,2334,2049,1961,2183,2029,2209
ENSCGRG00001000388,139,134,124,105,153,110,161,111,96,111,91,108
ENSCGRG00001000389,2370,3012,3414,3539,2879,3513,2679,3009,3311,3589,3013,2914
ENSCGRG00001000390,3578,4104,4410,5040,4405,3950,5374,4826,4037,4910,4501,5139
ENSCGRG00001000391,33424,35081,32704,35781,30577,31143,33483,32645,36098,34707,27673,27700
ENSCGRG00001000392,157,226,225,247,255,236,216,260,257,299,245,223
ENSCGRG00001000393,5530,6356,9344,9269,6653,8696,6368,7060,8876,9752,7107,6708
ENSCGRG00001000394,8774,9922,16281,15436,10967,13591,10032,11021,13830,14352,11732,11285
ENSCGRG00001000397,2394,2825,4127,4595,3119,3958,2681,2890,2335,3029,3030,3108
ENSCGRG00001000398,278,263,31,46,116,151,164,178,768,672,1106,1171
ENSCGRG00001000400,70,65,12,20,35,39,111,83,31,47,22,34
ENSCGRG00001000402,6683,7394,4297,5060,6233,5867,6834,6025,6887,6783,4498,4711
ENSCGRG00001000403,2571,2777,2793,3163,2632,2609,3114,2898,2712,2980,2504,2810
ENSCGRG00001000404,2438,2629,1837,2110,2192,2390,2697,2450,2539,2635,2201,2263
ENSCGRG00001000406,7562,8481,10630,10377,8858,10419,9362,8700,10139,10850,7253,8342
ENSCGRG00001000407,26,26,3,9,14,24,19,26,13,35,22,5
ENSCGRG00001000409,213,267,755,892,349,403,334,325,267,400,446,373
ENSCGRG00001000410,6233,7260,7908,8990,7042,8176,7859,7459,7914,8096,6667,7247
ENSCGRG00001000412,428,417,621,652,519,467,550,454,504,602,491,476
ENSCGRG00001000417,11,32,2,21,24,5,29,8,12,5,13,9
ENSCGRG00001000418,4040,4726,7898,8617,5253,6254,4263,4400,5945,6012,4963,4697
ENSCGRG00001000419,902837,1062798,984852,1062028,904781,1073617,897149,936168,961427,990286,895843,894106
ENSCGRG00001000421,28,69,35,31,18,27,54,48,48,49,38,32
ENSCGRG00001000422,252953,273456,238711,278296,268764,250376,256158,255995,227427,233087,225658,231129
ENSCGRG00001000423,2476,2943,3125,2881,2872,3082,3174,3003,3083,3341,3007,3320
ENSCGRG00001000424,775,960,1188,1455,1150,1045,1138,1074,1155,1223,1097,1029
ENSCGRG00001000425,9124,9280,8215,9065,8728,8439,10090,9035,9103,9668,9288,9471
ENSCGRG00001000426,44,48,8,7,73,65,120,91,87,79,272,312
ENSCGRG00001000428,1019,1262,3270,3255,1918,2208,1718,1669,2187,2774,1982,1860
ENSCGRG00001000429,297,347,501,533,381,411,377,358,365,547,379,303
ENSCGRG00001000432,2611,2781,2186,2900,1655,1799,2451,2720,1862,2062,2862,2897
ENSCGRG00001000436,121,188,831,759,421,312,270,266,359,439,350,263
ENSCGRG00001000437,36932,40398,34968,36332,40480,45698,40099,42784,35610,37699,29431,28623
ENSCGRG00001000438,45178,49888,53142,55787,49975,55524,50458,49287,51714,55165,48428,50120
ENSCGRG00001000440,676,957,1456,1543,1120,1073,1015,1101,1157,1344,1007,1031
ENSCGRG00001000441,135,157,219,222,170,207,180,173,163,191,153,190
ENSCGRG00001000443,1911,2271,2495,2782,2323,2321,2808,2503,2172,2568,2620,2480
ENSCGRG00001000444,2450,2893,3087,3372,3161,3098,3262,3150,3388,3666,3583,3784
ENSCGRG00001000445,4101,4938,6059,5729,5224,5575,5747,5222,5191,5808,5541,5562
ENSCGRG00001000447,1203,1470,1432,1534,1704,1920,1561,1520,1749,1829,1303,1276
ENSCGRG00001000448,33,55,51,61,41,38,62,55,14,49,63,79
ENSCGRG00001000449,427,599,564,613,577,499,692,696,331,498,756,782
ENSCGRG00001000450,6806,7827,6756,6971,6776,7910,6939,7446,7510,7807,7454,7143
ENSCGRG00001000451,14262,15422,17099,17162,16098,16800,16984,15493,17000,18492,14500,15652
ENSCGRG00001000452,1008,1268,2691,2450,1653,1758,1672,1623,1720,2058,1778,1635
ENSCGRG00001000455,4910,5462,5791,5990,5353,5539,6212,5917,5099,5381,4693,5302
ENSCGRG00001000457,148,265,255,343,172,158,172,218,291,246,319,330
ENSCGRG00001000458,405,414,844,1050,441,411,413,481,360,339,548,523
ENSCGRG00001000459,2937,3334,2221,2622,3044,2996,3095,2918,2857,3016,2590,2714
ENSCGRG00001000462,7171,7736,5829,6149,6208,7070,6791,6056,6632,6237,5625,6030
ENSCGRG00001000463,739,1073,1517,1736,1301,1356,1080,1104,1270,1428,1542,1476
ENSCGRG00001000464,83382,102044,140984,130226,116563,147116,99581,106185,138737,149122,101776,100711
ENSCGRG00001000466,318770,351831,242818,255198,268689,308147,316960,305137,294362,299663,254593,272397
ENSCGRG00001000469,141,167,170,121,167,176,148,182,171,181,190,188
ENSCGRG00001000471,3663,4162,4176,3812,4136,4944,4029,4298,4694,5638,4129,3925
ENSCGRG00001000472,16678,19406,19462,20833,16801,20123,18389,18609,20043,21043,16515,16650
ENSCGRG00001000474,9478,10997,6875,9021,8447,10074,9867,9583,9726,9651,8604,8227
ENSCGRG00001000476,5650,6320,5730,5787,5461,5995,5989,5986,6135,6522,5492,5853
ENSCGRG00001000477,2361,2485,3118,3277,2837,3047,2852,2930,2828,3044,2901,2813
ENSCGRG00001000480,5464,6346,5513,5696,5246,6442,5149,5610,6128,6305,5538,4768
ENSCGRG00001000481,47,27,273,328,178,184,56,39,240,252,9,5
ENSCGRG00001000484,22997,26232,29564,34283,25011,23218,24902,25019,20792,23399,26932,27365
ENSCGRG00001000486,116,131,66,50,97,89,118,144,137,182,67,61
ENSCGRG00001000487,14,6,8,7,7,21,8,13,10,24,9,18
ENSCGRG00001000488,4430,4847,5677,6719,4996,5305,6103,5599,5763,6284,5933,6018
ENSCGRG00001000491,1079,1295,1069,1289,1474,1409,1459,1331,1745,1747,1385,1411
ENSCGRG00001000492,213,268,141,164,165,258,179,233,189,253,179,229
ENSCGRG00001000497,21,16,21,26,28,36,19,27,24,20,3,10
ENSCGRG00001000498,4904,5249,4805,5052,4628,5969,4619,5043,5719,5458,5048,5057
ENSCGRG00001000499,12199,15027,9152,10231,9688,12736,10515,11766,11408,11810,10410,9652
ENSCGRG00001000502,102,139,166,213,121,191,172,171,162,156,269,219
ENSCGRG00001000503,486,547,610,636,623,576,621,676,358,429,548,558
ENSCGRG00001000504,5916,6865,7214,7560,6778,8284,6675,6664,7367,8255,6515,6388
ENSCGRG00001000505,235,258,480,456,352,307,299,268,420,457,344,305
ENSCGRG00001000507,162,165,331,312,190,190,231,242,182,240,180,271
ENSCGRG00001000508,1333,1581,1153,1391,1650,1601,1859,1411,1640,1535,1202,1101
ENSCGRG00001000511,3554,3942,2420,2683,2515,2598,3686,3395,2941,3202,2587,2617
ENSCGRG00001000512,41,41,18,24,34,41,42,44,47,56,18,45
ENSCGRG00001000513,2855,3289,4209,5278,3347,4000,3436,3878,3335,3491,3662,3701
ENSCGRG00001000516,2282,2589,2338,2948,2402,2393,2797,2637,2387,2720,2156,2210
ENSCGRG00001000517,11,27,7,6,22,7,20,18,3,1,9,9
ENSCGRG00001000518,40,33,36,55,30,30,51,21,39,38,26,14
ENSCGRG00001000520,64,60,58,54,51,78,53,53,43,73,81,54
ENSCGRG00001000522,102667,111262,100001,95306,101202,113217,113885,110210,132197,133060,98641,107017
ENSCGRG00001000523,3476,4014,8582,9272,6229,6026,5202,4904,5431,6237,4908,4713
