ENSCGRG-Id,logFC,PValue,FDR
ENSCGRG00001003202,-1.30561090988377,8.80657620299769e-11,1.30901169632709e-08
ENSCGRG00001005204,-0.793948698998815,8.80517917929871e-06,0.000188148952463266
ENSCGRG00001011335,-0.722882951339339,8.77906382305465e-05,0.00117559563024545
ENSCGRG00001018748,0.58109089867999,8.75138293741057e-05,0.00117310204613384
ENSCGRG00001016058,-0.338127235980343,8.71285893960299e-06,0.000186483984146974
ENSCGRG00001009394,-0.987076798022513,8.69371496544656e-08,4.3298044264449e-06
ENSCGRG00001001006,-2.2169425914233,8.67605365770559e-06,0.0001860036735325
ENSCGRG00001022116,0.300127357013917,8.67101375130457e-05,0.00116353323384086
ENSCGRG00001022340,-0.440740075880207,8.62888252216484e-05,0.00115908091057586
ENSCGRG00001013513,0.887198904475987,8.62573992729605e-05,0.00115908091057586
ENSCGRG00001001487,-0.420596007752433,8.61918233730732e-05,0.00115908091057586
ENSCGRG00001017679,0.43362667340459,8.61679942172853e-06,0.000185039694381364
ENSCGRG00001022906,-0.499437170133104,8.58074268126421e-05,0.00115621266368044
ENSCGRG00001019001,-0.456922880228429,8.57928419388166e-05,0.00115621266368044
ENSCGRG00001003449,-0.314898165402225,8.57922883484036e-06,0.000184538927213202
ENSCGRG00001016876,0.337575916790789,8.56688233901263e-05,0.00115621266368044
ENSCGRG00001000744,0.571425325594772,8.5639115309043e-08,4.28162511249729e-06
ENSCGRG00001003834,-0.500242328155923,8.53381868669033e-05,0.00115349079513521
ENSCGRG00001019432,0.932598301282129,8.47924443526141e-08,4.255726209e-06
ENSCGRG00001019795,0.950586657544684,8.46572270032606e-12,2.28380506763588e-09
ENSCGRG00001020193,0.339655019575641,8.45103555825098e-05,0.00114349487402081
ENSCGRG00001024869,-0.642656192287729,8.44398860512306e-09,6.43183579104344e-07
ENSCGRG00001003404,0.58067938320285,8.4074934449087e-08,4.2361335649075e-06
ENSCGRG00001017927,0.8930353595522,8.39673900920971e-09,6.43183579104344e-07
ENSCGRG00001012536,-0.494821315794039,8.3743489331367e-05,0.00113430381103752
ENSCGRG00001010994,3.31354796936532,8.37302600580667e-06,0.00018040318427486
ENSCGRG00001000186,-1.10193733483093,8.37200290639993e-12,2.28380506763588e-09
ENSCGRG00001012599,-0.349687694619589,8.36801313629842e-06,0.00018040318427486
ENSCGRG00001010170,-0.6362489520372,8.34813301754302e-05,0.0011319369051745
ENSCGRG00001019162,3.29691352442028,8.33304791457405e-05,0.00113107586421194
ENSCGRG00001023711,-0.455028077825031,8.32363766109039e-06,0.000179937869905608
ENSCGRG00001009064,0.524758093244423,8.28053497128158e-07,2.79230852456055e-05
ENSCGRG00001004905,-0.413259363007658,8.25050744006573e-05,0.00112104743800012
ENSCGRG00001016246,1.87489097673798,8.24417787970865e-06,0.000178518159472153
ENSCGRG00001015344,-1.12725135058583,8.23389839302876e-08,4.16487305825505e-06
ENSCGRG00001022924,0.255077389351158,8.22808082792146e-05,0.00111917456555415
ENSCGRG00001017255,-0.593168385635006,8.21517845749534e-05,0.00111859459354477
ENSCGRG00001024985,-0.436405113983998,8.21485007808926e-05,0.00111859459354477
ENSCGRG00001021077,-4.77239682379368,8.18702809177857e-05,0.00111711092476755
ENSCGRG00001011128,8.97570484685582,8.18021409462553e-08,4.1539447965218e-06
ENSCGRG00001018477,0.5434983481387,8.16436869196514e-08,4.1539447965218e-06
ENSCGRG00001003538,0.42534010954212,8.16349731313354e-06,0.000177067213915856
ENSCGRG00001013509,-0.364455029284196,8.08307321151386e-05,0.00110408982084275
ENSCGRG00001006454,-4.59382879162697,8.06540244451419e-11,1.21440577039551e-08
ENSCGRG00001012386,-1.32843634192385,8.04819043353579e-10,9.14175595823289e-08
ENSCGRG00001018753,-0.367487598468993,8.01682158658249e-06,0.000174177554907142
ENSCGRG00001016485,-1.05181423294563,7.96971529243839e-09,6.1428478167729e-07
ENSCGRG00001011796,-0.364507101753903,7.92687198664788e-06,0.000172512714882527
ENSCGRG00001005355,-0.937953197518154,7.90941759169917e-11,1.20492998111662e-08
ENSCGRG00001014097,0.670776850708645,7.86058436207883e-08,4.02318999622762e-06
ENSCGRG00001019509,0.291521116017724,7.8597881093094e-05,0.00107472435298255
ENSCGRG00001022712,-1.81014732319668,7.82586421466821e-10,8.96788634652554e-08
ENSCGRG00001022515,1.48971659874455,7.82579624507661e-05,0.00107120756424415
ENSCGRG00001009455,0.684552954001033,7.8179843664363e-05,0.00107120756424415
ENSCGRG00001017460,0.332698228978919,7.80964781137741e-05,0.00107120756424415
ENSCGRG00001016158,1.45939208495557,7.79790459964391e-06,0.000169991694715133
ENSCGRG00001003704,-0.355972043856667,7.79603257221166e-05,0.0010705283751598
ENSCGRG00001021545,0.70009392893038,7.78762738877807e-05,0.00107050941674403
ENSCGRG00001013669,0.381671016587649,7.7832537307705e-05,0.00107050941674403
ENSCGRG00001009645,-0.321882744068324,7.78043609621465e-05,0.00107050941674403
ENSCGRG00001015867,0.391394058285266,7.77135692738606e-05,0.00107050941674403
ENSCGRG00001016305,0.381724265301981,7.75367089549862e-05,0.00107038682756729
ENSCGRG00001001559,0.625323422290306,7.7011600172054e-07,2.60371595464211e-05
ENSCGRG00001000139,0.733752218169151,7.70002470364269e-11,1.18699547485082e-08
ENSCGRG00001012483,0.610806371153229,7.67662942550832e-05,0.00106088233117297
ENSCGRG00001000376,3.85862997613283,7.6569617910563e-09,5.93712564265797e-07
ENSCGRG00001023157,-0.958393012554933,7.61607302863201e-05,0.00105363813726235
ENSCGRG00001011092,-0.486620261776697,7.60260461544205e-06,0.00016601370516924
ENSCGRG00001015782,1.98304958454126,7.59429391565352e-05,0.0010517487905219
ENSCGRG00001017592,0.372192131038064,7.57027929422816e-06,0.000165587071927298
ENSCGRG00001017505,-0.536394849892745,7.5689655642937e-07,2.56572081392773e-05
ENSCGRG00001024145,4.02848087408433,7.55441710164317e-11,1.17858008492985e-08
ENSCGRG00001018114,-0.481609241859236,7.53862103539955e-05,0.00104515635746669
ENSCGRG00001018597,-0.502534663716549,7.5158605838113e-06,0.000164674921657822
ENSCGRG00001005557,-1.01452781242401,7.51246866863196e-12,2.1147599302199e-09
ENSCGRG00001019711,-0.374320001345755,7.50055035430901e-05,0.00104099278175721
ENSCGRG00001016750,-0.99863089030519,7.46855204431418e-11,1.17858008492985e-08
ENSCGRG00001001795,0.456241705282467,7.46543772047884e-06,0.000163847378038103
ENSCGRG00001022795,-1.11169785381704,7.45928345576187e-07,2.53517746636904e-05
ENSCGRG00001006836,-0.481060986050826,7.45836905833859e-07,2.53517746636904e-05
ENSCGRG00001010728,4.01854471216059,7.44173763413739e-05,0.00103393841871722
ENSCGRG00001001499,0.324686950069684,7.42400804066381e-05,0.0010325830302745
ENSCGRG00001021459,1.62116229617832,7.40754986405612e-05,0.00103140175472756
ENSCGRG00001018179,0.986708711622376,7.40661613241716e-09,5.77760676498011e-07
ENSCGRG00001007617,-0.400824221181251,7.40323659738953e-06,0.000162758082681829
ENSCGRG00001022013,-0.897766017175532,7.39912870390858e-05,0.00103133818715729
ENSCGRG00001010018,-0.580611587000638,7.39843778714487e-07,2.52776704236778e-05
ENSCGRG00001007800,0.379414859058667,7.39313680329287e-05,0.00103133818715729
ENSCGRG00001001263,0.473154603088724,7.39099171470635e-08,3.79785522673542e-06
ENSCGRG00001013569,0.488461199338608,7.38805036656567e-07,2.52776704236778e-05
ENSCGRG00001018563,-0.371892445711787,7.3836991103484e-05,0.00103133818715729
ENSCGRG00001001459,-1.23155794581685,7.36141229558416e-05,0.00102940526798617
ENSCGRG00001015335,-0.650622393347664,7.33427498303603e-05,0.00102671920816577
ENSCGRG00001010415,1.23287664555905,7.32129469690038e-08,3.77702968247662e-06
ENSCGRG00001003734,0.39381833215454,7.30552682308528e-06,0.000160883106857366
ENSCGRG00001020001,0.484620666056706,7.29768290251933e-05,0.0010227023366312
ENSCGRG00001017789,0.488939753097903,7.28271691601813e-05,0.00102171074047149
ENSCGRG00001020446,-1.11348772582388,7.26092526159999e-10,8.39479653682663e-08
ENSCGRG00001022359,-0.559134561998347,7.25848071827133e-08,3.75960267283582e-06
ENSCGRG00001016318,-1.03619827924609,7.2293671785626e-09,5.67351973304286e-07
ENSCGRG00001013626,0.465910099937563,7.22512332979031e-06,0.000159383512772495
ENSCGRG00001021884,0.523790927330584,7.22372419548963e-06,0.000159383512772495
ENSCGRG00001006586,-1.87620640154495,7.20902356638179e-05,0.00101246904730019
ENSCGRG00001022700,4.90141750930385,7.19444980635353e-11,1.15013494496879e-08
ENSCGRG00001006332,-0.494118853440781,7.16664465695911e-07,2.46156184782396e-05
ENSCGRG00001021919,0.400405550498504,7.16177197337655e-05,0.00100692492164227
ENSCGRG00001021372,-0.848108548663665,7.15325866102308e-05,0.001006821156539
ENSCGRG00001000922,1.80253043362485,7.14357814786889e-07,2.46016471906261e-05
ENSCGRG00001006839,0.365171339791706,7.13082087602947e-05,0.00100475516347884
ENSCGRG00001012521,-0.438204003736129,7.12414277809861e-05,0.00100475516347884
ENSCGRG00001011447,1.61525091900266,7.12149929279599e-05,0.00100475516347884
ENSCGRG00001014261,0.409618347893306,7.10531350296195e-06,0.000157276418033939
ENSCGRG00001024742,-0.393985900631809,7.07965199389269e-05,0.00100081237629821
ENSCGRG00001024404,1.38016093178613,7.06144535283094e-08,3.67223517565493e-06
ENSCGRG00001023169,0.492478214814145,7.04034959393263e-07,2.4310796504489e-05
ENSCGRG00001024945,3.28019641435449,7.02078182666562e-08,3.6658106400602e-06
ENSCGRG00001006775,-1.2676900248155,7.01595900430298e-09,5.53961299675118e-07
ENSCGRG00001019357,2.30136576042886,7.0036231575772e-08,3.6658106400602e-06
ENSCGRG00001016799,-0.628924399387351,6.99276089398775e-07,2.42110323038095e-05
ENSCGRG00001020278,-0.632096593461057,6.99083566423354e-05,0.000989336950996285
ENSCGRG00001017079,1.70954495166602,6.97169593373042e-05,0.000987707775118985
ENSCGRG00001021067,0.513379015616187,6.96269279206413e-07,2.41715573631202e-05
ENSCGRG00001018711,0.328630978354825,6.94892598123247e-05,0.000985560159156399
ENSCGRG00001018334,-0.394349517316601,6.92352868061019e-06,0.000153515022063735
ENSCGRG00001024681,-0.563348113579749,6.91390886178984e-06,0.000153515022063735
ENSCGRG00001011052,1.23941290991887,6.88506390887162e-06,0.000153186756969035
ENSCGRG00001004425,-0.514098077810909,6.85988508210383e-07,2.3878669873162e-05
ENSCGRG00001013941,-0.437008329360364,6.83735169223906e-07,2.38643846530468e-05
ENSCGRG00001013410,-0.546526412089851,6.8020569880821e-05,0.000965787674766175
ENSCGRG00001012664,0.383644097616304,6.79191892939996e-06,0.000151374454762134
ENSCGRG00001018992,0.351504472918813,6.78906357518705e-05,0.000965000924644315
ENSCGRG00001014062,-0.50733040748737,6.77668645508546e-07,2.37165710559193e-05
ENSCGRG00001008244,0.492060813734343,6.76115231737932e-05,0.000962089685249943
ENSCGRG00001007253,-0.456421114181145,6.72989955298564e-07,2.36166583500301e-05
ENSCGRG00001009467,0.371418116774994,6.72264694818519e-05,0.000957662874940044
ENSCGRG00001012951,-1.06485464123576,6.68503586750227e-05,0.000953353848549416
ENSCGRG00001023894,0.583329687429389,6.67508469955154e-07,2.3487954286547e-05
ENSCGRG00001015766,0.282956169806445,6.64989717947557e-05,0.000949388297431413
ENSCGRG00001022689,-0.299627637875674,6.64338829140792e-05,0.000949388297431413
ENSCGRG00001019367,-0.358552215761588,6.63964364600926e-05,0.000949388297431413
ENSCGRG00001013097,0.483831821017902,6.59160779171873e-07,2.32574194264212e-05
ENSCGRG00001022234,-0.626042492812919,6.59017271407677e-06,0.000147131287025138
ENSCGRG00001012920,-0.516707890947942,6.58581744876979e-07,2.32574194264212e-05
ENSCGRG00001007902,3.08479076074825,6.57962322508931e-11,1.06499426427102e-08
ENSCGRG00001017663,-0.305016288814785,6.55892344342159e-05,0.000939507739699848
ENSCGRG00001014931,0.492933266283205,6.55761385673348e-06,0.000146657239776929
ENSCGRG00001017377,-1.27582726010653,6.53562051016773e-13,3.38518999944648e-10
ENSCGRG00001013754,0.297539837884351,6.50425394011256e-05,0.000932708574424337
ENSCGRG00001022680,1.28088153549098,6.49975321224148e-08,3.4213538351754e-06
ENSCGRG00001015529,-0.399380007428862,6.48550904995808e-06,0.000145295599806068
ENSCGRG00001019726,0.349038002528753,6.46266166243e-06,0.000145034672212836
ENSCGRG00001008844,0.438199027180085,6.43907760744047e-05,0.000924385986017147
ENSCGRG00001000824,1.35767180471935,6.43788720758461e-06,0.000144729516408009
ENSCGRG00001022612,-1.51146741891208,6.43752421391058e-08,3.40242861411951e-06
ENSCGRG00001013674,0.512647420298419,6.41660356576065e-06,0.00014450191230093
ENSCGRG00001022569,0.328170601568435,6.41195216901117e-05,0.000921513525377642
ENSCGRG00001022995,-0.833189853832851,6.40813800740232e-07,2.27339668651651e-05
ENSCGRG00001023716,-1.12030599690064,6.40296494115379e-09,5.08662533883438e-07
ENSCGRG00001004819,-1.02560449328892,6.3936678980095e-08,3.39309859062808e-06
ENSCGRG00001022462,-0.351972241986109,6.38655648475382e-06,0.000144075818677835
ENSCGRG00001019891,-0.674719015645527,6.36016944468751e-06,0.000143730949632214
ENSCGRG00001008708,-1.61793329579825,6.34140596463423e-06,0.00014355745775533
ENSCGRG00001021646,0.293640169284285,6.33766066915759e-05,0.000911848533388018
ENSCGRG00001021555,-0.377377052092033,6.32051541658409e-06,0.000143335121067158
ENSCGRG00001021166,2.59514121586039,6.31154551543413e-08,3.36330053001467e-06
ENSCGRG00001024395,-0.631343229940163,6.31083870583955e-07,2.2450288571955e-05
ENSCGRG00001016880,-0.584401242069064,6.31009611607325e-05,0.000908892487286236
ENSCGRG00001024318,-0.335576569994398,6.3001302826537e-05,0.000908467561582214
ENSCGRG00001006571,-0.581745568462732,6.24190525801918e-07,2.22662344865263e-05
ENSCGRG00001023692,-0.718352796330284,6.23516372906909e-05,0.000900101840888691
ENSCGRG00001011144,-0.998058440580497,6.18712986233577e-11,1.0141410707264e-08
ENSCGRG00001001016,0.385742969421009,6.15711022526504e-05,0.000889826119497288
ENSCGRG00001014734,0.399142534928095,6.14001922370276e-05,0.00088834758578466
ENSCGRG00001023901,-0.394929933557975,6.12665073772539e-07,2.19154697245321e-05
ENSCGRG00001018042,-0.495067913732469,6.12138600323798e-06,0.000139062855010401
ENSCGRG00001004161,2.44793395090333,6.10330688819861e-06,0.000138895818796632
ENSCGRG00001019190,0.313716598947661,6.10123480633873e-05,0.000883723596278303
ENSCGRG00001018699,0.759804118846589,6.06903941090472e-08,3.24743765833906e-06
ENSCGRG00001000591,-1.4971900788549,6.05962046967492e-08,3.24743765833906e-06
ENSCGRG00001019884,2.72233232031305,6.05719946477785e-12,1.74299279709796e-09
ENSCGRG00001020236,-0.346303486213366,6.05124497659293e-05,0.000877464403156796
ENSCGRG00001005991,0.340348305048033,6.04021985608151e-05,0.000876847611170398
ENSCGRG00001018009,0.37793185862939,6.03854760208071e-06,0.00013766400158335
ENSCGRG00001007656,-0.977567306942199,6.03084919711012e-11,1.00119828529973e-08
ENSCGRG00001018500,-0.932223006022502,6.00381063762712e-11,1.00119828529973e-08
ENSCGRG00001024270,0.604755014272344,5.99053631623057e-08,3.23214394828624e-06
ENSCGRG00001010716,0.473587545558982,5.9883934751902e-08,3.23214394828624e-06
ENSCGRG00001016361,-0.345893832567727,5.98373329389808e-06,0.000136654960181104
ENSCGRG00001002555,-1.19235394451095,5.98157816543141e-08,3.23214394828624e-06
ENSCGRG00001016909,0.320616747332411,5.97063969703754e-05,0.00086771956719348
ENSCGRG00001012829,-2.10167161248766,5.95711755236204e-06,0.000136287482659958
ENSCGRG00001016761,-0.390414878932403,5.95608217404562e-05,0.000866576495187829
ENSCGRG00001014163,-0.61599411858684,5.95000480273994e-08,3.23214394828624e-06
ENSCGRG00001017551,0.720798376488111,5.92411135772382e-05,0.000862894465367443
ENSCGRG00001015717,0.498580880622492,5.91928350131951e-05,0.000862894465367443
ENSCGRG00001017296,-0.574651514930242,5.91578880377732e-08,3.23214394828624e-06
ENSCGRG00001024056,0.721424613475286,5.87548226342864e-07,2.10752409498996e-05
ENSCGRG00001023817,-0.984771018487183,5.8570688734117e-05,0.000855052816705842
ENSCGRG00001015195,0.296686822905349,5.84613362269782e-05,0.000854419687136728
ENSCGRG00001011991,-5.38852192450937,5.79839360584177e-11,9.87939457921645e-09
ENSCGRG00001002597,-4.63344299748573,5.78580542172782e-05,0.000846558128880831
ENSCGRG00001003673,-1.05704435336914,5.77830181075358e-13,3.117634589477e-10
ENSCGRG00001009163,-1.07877538288623,5.74223263594174e-06,0.000131603841420902
ENSCGRG00001015525,0.804866817987128,5.72869008852029e-08,3.15663012579784e-06
ENSCGRG00001013295,0.336110543702195,5.72402350334288e-05,0.000838465841004377
ENSCGRG00001022595,-0.488075696426482,5.72016726050259e-05,0.000838465841004377
ENSCGRG00001019261,-0.591286174846763,5.71977698128327e-05,0.000838465841004377
ENSCGRG00001024833,-0.888232339522549,5.7128778939219e-08,3.15663012579784e-06
ENSCGRG00001006011,0.380356964182852,5.688878503079e-06,0.000130612212298528
ENSCGRG00001024701,-0.407025819538193,5.68182127915478e-05,0.000835118090167711
ENSCGRG00001024084,-0.291463258623508,5.66891615130555e-05,0.000834168127764268
ENSCGRG00001014343,-0.806687228089338,5.66580321945362e-09,4.5287954252287e-07
ENSCGRG00001023800,-1.13026551571404,5.66082184547807e-08,3.14600781446762e-06
ENSCGRG00001022792,0.428953932111404,5.6497526315303e-05,0.000832294048073787
ENSCGRG00001012996,-0.557778480840088,5.64241520799699e-06,0.000129775549783931
ENSCGRG00001008958,-0.34466462669264,5.6418773452211e-06,0.000129775549783931
ENSCGRG00001011815,-0.449574871773909,5.6355335362745e-06,0.000129775549783931
ENSCGRG00001022867,0.460192778823835,5.6338552853792e-07,2.02646644695487e-05
ENSCGRG00001016692,-0.495638184237391,5.5943702496782e-06,0.000129359822076934
ENSCGRG00001000968,0.479433144377825,5.53927230535115e-07,1.99799546189393e-05
ENSCGRG00001017270,-0.743155991519855,5.53395727044671e-05,0.00081616415370176
ENSCGRG00001000458,-0.745246345088687,5.52835918264327e-05,0.00081616415370176
ENSCGRG00001002061,-0.489725966259202,5.51532502472971e-06,0.000127760185590743
ENSCGRG00001021189,1.04103104173745,5.48469892492202e-05,0.000810746191538987
ENSCGRG00001021466,0.378496553908944,5.48322319678747e-06,0.000127244188486023
ENSCGRG00001021257,0.837319243373807,5.47706280572375e-09,4.40512337088925e-07
ENSCGRG00001017969,2.54069570136948,5.44353880562897e-05,0.000805581531361024
ENSCGRG00001020822,-0.440338114358152,5.41507036045232e-05,0.000802285424456489
ENSCGRG00001014713,0.305675086455499,5.39592946351165e-05,0.000800365299232673
ENSCGRG00001013220,0.262295081169747,5.39127290349427e-05,0.000800365299232673
ENSCGRG00001017659,-0.757252589262614,5.39016163666975e-05,0.000800365299232673
ENSCGRG00001023036,-0.559095727033195,5.38579074961935e-05,0.000800365299232673
ENSCGRG00001022250,-0.680482332292567,5.38155841895542e-05,0.000800365299232673
ENSCGRG00001014727,0.313530851386181,5.37726514757207e-05,0.000800365299232673
ENSCGRG00001018541,0.319867153368893,5.37473973044238e-05,0.000800365299232673
ENSCGRG00001000207,0.319895130164906,5.36809496435905e-05,0.000800365299232673
ENSCGRG00001017426,-0.434295765190223,5.35766528349057e-06,0.000124553694355331
ENSCGRG00001007148,0.472042094092477,5.33299218617256e-05,0.00079834584761559
ENSCGRG00001014522,-0.338179066637834,5.32365972400484e-05,0.000797871177848827
ENSCGRG00001017565,-0.746829773949608,5.30928254654559e-05,0.000796638466920265
ENSCGRG00001009567,-0.364629580161561,5.30201793007094e-06,0.000123481708950519
ENSCGRG00001018339,-0.431515895283312,5.29636557469676e-05,0.000795622248570167
ENSCGRG00001020399,-0.826859153407832,5.2762296986216e-05,0.000793517983361802
ENSCGRG00001020180,0.408226344235927,5.2489017724882e-05,0.000790325919208717
ENSCGRG00001024551,0.427404019307971,5.23638656964689e-06,0.000122172918361005
ENSCGRG00001024472,-0.39476176988463,5.23508517057395e-05,0.000789163188285939
ENSCGRG00001020447,0.348260858663523,5.23011597112142e-05,0.000789163188285939
ENSCGRG00001010161,-0.513981652883439,5.22345332019854e-07,1.88934349282824e-05
ENSCGRG00001021882,-0.413332075194318,5.20286669264601e-06,0.000121609965348507
ENSCGRG00001022254,1.09168602374357,5.19559300864417e-09,4.20485836680833e-07
ENSCGRG00001020436,0.852345288144034,5.19556647340245e-12,1.5290315969111e-09
ENSCGRG00001014594,-0.361488912027768,5.18985347758912e-07,1.88244853449024e-05
ENSCGRG00001019043,-1.47123425307559,5.18823091040283e-07,1.88244853449024e-05
ENSCGRG00001016700,0.524341689122537,5.16196696417297e-07,1.88244853449024e-05
ENSCGRG00001023287,-0.331115281027602,5.16103662170624e-05,0.000779816373564458
ENSCGRG00001014827,-0.525927715947276,5.15438262332568e-06,0.000120694576111111
ENSCGRG00001005553,-0.750843926815951,5.14005382121096e-08,2.86890331598538e-06
ENSCGRG00001018990,-0.442887203754524,5.12231021268453e-05,0.000774869099813691
ENSCGRG00001002309,0.727361119266256,5.11482876001293e-05,0.000774642311267922
ENSCGRG00001012977,-0.292634905200881,5.09631502711964e-05,0.000772742193046513
ENSCGRG00001005847,1.23817480038157,5.09218941213538e-06,0.000119454276626342
ENSCGRG00001020112,0.370707337092842,5.08896328000074e-05,0.000772532069316876
ENSCGRG00001021941,-0.356825281011931,5.0841670017228e-05,0.000772532069316876
ENSCGRG00001024278,-0.547197165532999,5.07610206535678e-05,0.000772390665620504
ENSCGRG00001016039,-0.391181502235009,5.07066443074453e-05,0.000772390665620504
ENSCGRG00001001349,0.415135399101401,5.06787802628462e-05,0.000772390665620504
ENSCGRG00001024005,-0.578891371341913,5.05381557502024e-07,1.84864005313382e-05
ENSCGRG00001015228,-0.362263705195617,5.03982945516837e-05,0.000769584335082255
ENSCGRG00001004099,-1.99363972226371,5.03762619396289e-05,0.000769584335082255
